time, block_id, block_x, block_y, block_width, block_height
2021-07-21 13:46:09.018369, 1, 177, 115,  22,  22
2021-07-21 13:46:09.047023, 1, 180, 111,  32,  26
2021-07-21 13:46:09.056375, 1, 177, 109,  34,  29
2021-07-21 13:46:09.069030, 1, 179, 110,  30,  28
2021-07-21 13:46:09.086884, 1, 179, 110,  34,  28
2021-07-21 13:46:09.099383, 1, 178, 110,  36,  24
2021-07-21 13:46:09.116887, 1, 178, 108,  32,  30
2021-07-21 13:46:09.129836, 1, 174, 107,  44,  30
2021-07-21 13:46:09.148117, 1, 174, 107,  40,  30
2021-07-21 13:46:09.167105, 1, 179, 108,  34,  26
2021-07-21 13:46:09.178655, 1, 175, 105,  42,  31
2021-07-21 13:46:09.194900, 1, 176, 106,  40,  30
2021-07-21 13:46:09.216370, 1, 175, 108,  42,  28
2021-07-21 13:46:09.227307, 1, 176, 107,  40,  27
2021-07-21 13:46:09.246767, 1, 178, 108,  36,  26
2021-07-21 13:46:09.264431, 1, 179, 110,  34,  23
2021-07-21 13:46:09.286392, 1, 177, 109,  30,  23
2021-07-21 13:46:09.294367, 1, 180, 108,  32,  23
2021-07-21 13:46:09.316891, 1, 178, 108,  28,  23
2021-07-21 13:46:09.324759, 1, 176, 109,  20,  21
2021-07-21 13:46:09.346880, 1, 180, 106,  28,  23
2021-07-21 13:46:09.357298, 1, 178, 108,  28,  20
2021-07-21 13:46:09.377164, 1, 179, 107,  30,  21
2021-07-21 13:46:09.393868, 1, 179, 108,  30,  20
2021-07-21 13:46:09.408263, 1, 179, 106,  26,  24
2021-07-21 13:46:09.422162, 1, 180, 106,  28,  26
2021-07-21 13:46:09.446328, 1, 179, 106,  30,  26
2021-07-21 13:46:09.457872, 1, 179, 103,  30,  28
2021-07-21 13:46:09.477129, 1, 179, 104,  30,  28
2021-07-21 13:46:09.489197, 1, 178, 105,  32,  29
2021-07-21 13:46:09.507060, 1, 174, 106,  40,  28
2021-07-21 13:46:09.519719, 1, 178, 105,  36,  28
2021-07-21 13:46:09.537965, 1, 176, 106,  36,  29
2021-07-21 13:46:09.562855, 1, 176, 108,  40,  24
2021-07-21 13:46:09.568409, 1, 176, 108,  32,  24
2021-07-21 13:46:09.588347, 1, 178, 109,  32,  20
2021-07-21 13:46:09.612945, 1, 174, 109,  24,  21
2021-07-21 13:46:09.617148, 1, 174, 108,  24,  21
2021-07-21 13:46:09.636981, 1, 175, 107,  22,  24
2021-07-21 13:46:09.649640, 1, 178, 106,  28,  23
2021-07-21 13:46:09.674665, 1, 178, 106,  28,  21
2021-07-21 13:46:09.686898, 1, 179, 107,  26,  23
2021-07-21 13:46:09.702130, 1, 180, 108,  32,  21
2021-07-21 13:46:09.724677, 1, 178, 107,  28,  22
2021-07-21 13:46:09.730704, 1, 176, 108,  24,  22
2021-07-21 13:46:09.749075, 1, 181, 106,  30,  24
2021-07-21 13:46:09.766896, 1, 181, 103,  30,  29
2021-07-21 13:46:09.779507, 1, 175, 104,  38,  30
2021-07-21 13:46:09.807054, 1, 176, 104,  40,  28
2021-07-21 13:46:09.812019, 1, 174, 103,  36,  31
2021-07-21 13:46:09.837052, 1, 175, 106,  42,  28
2021-07-21 13:46:09.844505, 1, 176, 107,  40,  26
2021-07-21 13:46:09.866962, 1, 176, 108,  40,  24
2021-07-21 13:46:09.879031, 1, 176, 107,  40,  27
2021-07-21 13:46:09.896851, 1, 177, 109,  38,  20
2021-07-21 13:46:09.909378, 1, 177, 106,  38,  25
2021-07-21 13:46:09.934825, 1, 172, 109,  32,  20
2021-07-21 13:46:09.946909, 1, 177, 107,  38,  23
2021-07-21 13:46:09.958137, 1, 177, 106,  38,  24
2021-07-21 13:46:09.976893, 1, 176, 108,  40,  20
2021-07-21 13:46:09.990647, 1, 176, 106,  40,  23
2021-07-21 13:46:10.015992, 1, 177, 108,  38,  21
2021-07-21 13:46:10.025194, 1, 177, 105,  38,  25
2021-07-21 13:46:10.046812, 1, 177, 105,  38,  25
2021-07-21 13:46:10.065020, 1, 178, 109,  24,  18
2021-07-21 13:46:10.079741, 1, 175, 108,  34,  19
2021-07-21 13:46:10.095088, 1, 178, 105,  36,  26
2021-07-21 13:46:10.108392, 1, 178, 104,  36,  27
2021-07-21 13:46:10.120595, 1, 177, 106,  38,  26
2021-07-21 13:46:10.138826, 1, 178, 105,  36,  26
2021-07-21 13:46:10.154981, 1, 178, 105,  36,  27
2021-07-21 13:46:10.177054, 1, 176, 106,  36,  26
2021-07-21 13:46:10.187592, 1, 178, 106,  36,  26
2021-07-21 13:46:10.207072, 1, 178, 107,  36,  26
2021-07-21 13:46:10.227293, 1, 178, 106,  36,  27
2021-07-21 13:46:10.238359, 1, 177, 106,  34,  26
2021-07-21 13:46:10.254092, 1, 178, 106,  36,  26
2021-07-21 13:46:10.268693, 1, 178, 106,  36,  28
2021-07-21 13:46:10.296345, 1, 178, 105,  36,  27
2021-07-21 13:46:10.301199, 1, 178, 106,  36,  26
2021-07-21 13:46:10.317424, 1, 178, 105,  36,  27
2021-07-21 13:46:10.331615, 1, 177, 104,  34,  27
2021-07-21 13:46:10.347800, 1, 178, 105,  36,  29
2021-07-21 13:46:10.366944, 1, 177, 105,  34,  28
2021-07-21 13:46:10.386973, 1, 178, 105,  36,  28
2021-07-21 13:46:10.398712, 1, 177, 104,  34,  27
2021-07-21 13:46:10.416145, 1, 178, 104,  36,  27
2021-07-21 13:46:10.429093, 1, 177, 105,  34,  29
2021-07-21 13:46:10.447385, 1, 178, 105,  36,  30
2021-07-21 13:46:10.467022, 1, 178, 104,  36,  28
2021-07-21 13:46:10.486147, 1, 178, 106,  36,  28
2021-07-21 13:46:10.493994, 1, 178, 104,  36,  29
2021-07-21 13:46:10.516896, 1, 178, 104,  36,  28
2021-07-21 13:46:10.546344, 1, 177, 105,  34,  31
2021-07-21 13:46:10.549778, 1, 176, 105,  32,  27
2021-07-21 13:46:10.559061, 1, 176, 105,  36,  26
2021-07-21 13:46:10.578038, 1, 177, 104,  34,  29
2021-07-21 13:46:10.591549, 1, 177, 104,  34,  29
2021-07-21 13:46:10.609824, 1, 178, 105,  36,  28
2021-07-21 13:46:10.635679, 1, 177, 105,  38,  28
2021-07-21 13:46:10.640297, 1, 177, 105,  34,  27
2021-07-21 13:46:10.665163, 1, 176, 106,  32,  27
2021-07-21 13:46:10.676934, 1, 177, 106,  34,  28
2021-07-21 13:46:10.691054, 1, 177, 106,  34,  28
2021-07-21 13:46:10.715394, 1, 178, 106,  36,  28
2021-07-21 13:46:10.721438, 1, 177, 106,  34,  28
2021-07-21 13:46:10.737735, 1, 178, 107,  36,  28
2021-07-21 13:46:10.766353, 1, 177, 106,  34,  26
2021-07-21 13:46:10.770073, 1, 178, 106,  36,  27
2021-07-21 13:46:10.788411, 1, 177, 107,  34,  28
2021-07-21 13:46:10.807145, 1, 177, 106,  34,  28
2021-07-21 13:46:10.818922, 1, 178, 107,  36,  26
2021-07-21 13:46:10.837121, 1, 177, 107,  34,  29
2021-07-21 13:46:10.853921, 1, 177, 107,  34,  30
2021-07-21 13:46:10.876442, 1, 177, 107,  34,  27
2021-07-21 13:46:10.887077, 1, 176, 108,  32,  26
2021-07-21 13:46:10.907082, 1, 177, 107,  34,  26
2021-07-21 13:46:10.918430, 1, 176, 107,  36,  24
2021-07-21 13:46:10.937040, 1, 177, 107,  34,  25
2021-07-21 13:46:10.955037, 1, 177, 107,  34,  24
2021-07-21 13:46:10.967000, 1, 177, 107,  38,  25
2021-07-21 13:46:10.986402, 1, 176, 106,  36,  26
2021-07-21 13:46:10.997557, 1, 177, 107,  34,  24
2021-07-21 13:46:11.016980, 1, 176, 106,  36,  25
2021-07-21 13:46:11.037013, 1, 178, 106,  36,  26
2021-07-21 13:46:11.048298, 1, 176, 106,  36,  27
2021-07-21 13:46:11.066977, 1, 176, 107,  36,  24
2021-07-21 13:46:11.086591, 1, 177, 106,  38,  26
2021-07-21 13:46:11.096889, 1, 177, 107,  38,  23
2021-07-21 13:46:11.117154, 1, 176, 108,  40,  23
2021-07-21 13:46:11.127448, 1, 176, 107,  40,  25
2021-07-21 13:46:11.146876, 1, 177, 109,  38,  20
2021-07-21 13:46:11.164844, 1, 177, 109,  30,  20
2021-07-21 13:46:11.178318, 1, 174, 109,  32,  21
2021-07-21 13:46:11.194472, 1, 174, 110,  32,  18
2021-07-21 13:46:11.216932, 1, 179, 109,  22,  17
2021-07-21 13:46:11.229451, 1, 179, 110,  18,  12
2021-07-21 13:46:11.244304, 1, 180, 105,  20,  13
2021-07-21 13:46:11.257366, 1, 180, 110,  20,  12
2021-07-21 13:46:11.276897, 1, 180, 110,  20,  12
2021-07-21 13:46:11.289801, 1, 180, 110,  20,  12
2021-07-21 13:46:11.403576, 1, 181, 105,  22,  14
2021-07-21 13:46:11.426903, 1, 182, 106,  24,  20
2021-07-21 13:46:11.438420, 1, 179, 109,  26,  21
2021-07-21 13:46:11.454676, 1, 182, 112,  20,   9
2021-07-21 13:46:11.470475, 1, 182, 112,  20,   9
2021-07-21 13:46:11.487266, 1, 182, 112,  20,   9
2021-07-21 13:46:12.605251, 1, 159, 113,  26,  10
2021-07-21 13:46:12.625270, 1, 159, 113,  26,  10
2021-07-21 13:46:12.637805, 1, 159, 113,  26,  10
2021-07-21 13:46:12.666892, 1, 156, 114,  20,   2
2021-07-21 13:46:12.684541, 1, 156, 114,  20,   2
2021-07-21 13:46:12.696334, 1, 156, 114,  20,   2
2021-07-21 13:46:12.706885, 1, 151, 121,  18,   4
2021-07-21 13:46:12.726935, 1, 151, 121,  18,   4
2021-07-21 13:46:12.738456, 1, 151, 121,  18,   4
2021-07-21 13:46:14.310592, 1, 179, 111,  26,  17
2021-07-21 13:46:14.328861, 1, 183, 107,  34,  22
2021-07-21 13:46:14.345498, 1, 185, 105,  30,  15
2021-07-21 13:46:14.359317, 1, 183, 104,  34,  23
2021-07-21 13:46:14.379652, 1, 174, 102,  52,  27
2021-07-21 13:46:14.394090, 1, 182, 101,  36,  25
2021-07-21 13:46:14.408319, 1, 184, 101,  36,  24
2021-07-21 13:46:14.426335, 1, 184, 100,  32,  25
2021-07-21 13:46:14.447083, 1, 184,  99,  36,  25
2021-07-21 13:46:14.458847, 1, 177,  98,  50,  25
2021-07-21 13:46:14.475921, 1, 178,  96,  48,  29
2021-07-21 13:46:14.506741, 1, 185,  96,  34,  25
2021-07-21 13:46:14.510420, 1, 182,  95,  40,  28
2021-07-21 13:46:14.524469, 1, 183,  95,  38,  26
2021-07-21 13:46:14.539999, 1, 179,  95,  46,  24
2021-07-21 13:46:14.564034, 1, 179,  94,  46,  25
2021-07-21 13:46:14.576989, 1, 180,  94,  48,  26
2021-07-21 13:46:14.588711, 1, 182,  93,  44,  25
2021-07-21 13:46:14.606909, 1, 181,  92,  46,  25
2021-07-21 13:46:14.619109, 1, 185,  92,  38,  25
2021-07-21 13:46:14.637416, 1, 185,  92,  38,  24
2021-07-21 13:46:14.656897, 1, 185,  91,  38,  25
2021-07-21 13:46:14.667844, 1, 184,  92,  44,  24
2021-07-21 13:46:14.696540, 1, 185,  91,  42,  23
2021-07-21 13:46:14.700325, 1, 187,  92,  34,  21
2021-07-21 13:46:14.726907, 1, 186,  91,  36,  23
2021-07-21 13:46:14.736363, 1, 185,  91,  42,  24
2021-07-21 13:46:14.757138, 1, 187,  92,  38,  21
2021-07-21 13:46:14.768293, 1, 190,  92,  32,  19
2021-07-21 13:46:14.786894, 1, 187,  91,  38,  22
2021-07-21 13:46:14.799850, 1, 189,  90,  34,  24
2021-07-21 13:46:14.816933, 1, 185,  90,  42,  23
2021-07-21 13:46:14.830248, 1, 184,  89,  40,  25
2021-07-21 13:46:14.856376, 1, 185,  91,  42,  22
2021-07-21 13:46:14.862694, 1, 183,  92,  42,  23
2021-07-21 13:46:14.886900, 1, 183,  92,  42,  22
2021-07-21 13:46:14.897212, 1, 183,  92,  42,  21
2021-07-21 13:46:14.913425, 1, 185,  92,  38,  21
2021-07-21 13:46:14.936935, 1, 187,  92,  34,  22
2021-07-21 13:46:14.943921, 1, 185,  92,  30,  21
2021-07-21 13:46:14.966921, 1, 186,  92,  32,  22
2021-07-21 13:46:14.979609, 1, 186,  92,  32,  22
2021-07-21 13:46:14.996769, 1, 186,  92,  32,  21
2021-07-21 13:46:15.017139, 1, 186,  92,  32,  22
2021-07-21 13:46:15.027124, 1, 183,  92,  38,  22
2021-07-21 13:46:15.041339, 1, 185,  92,  34,  23
2021-07-21 13:46:15.059685, 1, 185,  92,  34,  22
2021-07-21 13:46:15.073880, 1, 185,  93,  34,  21
2021-07-21 13:46:15.096396, 1, 183,  93,  38,  22
2021-07-21 13:46:15.108409, 1, 186,  92,  32,  23
2021-07-21 13:46:15.136372, 1, 182,  91,  40,  26
2021-07-21 13:46:15.140891, 1, 185,  92,  34,  24
2021-07-21 13:46:15.160727, 1, 182,  92,  40,  25
2021-07-21 13:46:15.175086, 1, 182,  93,  40,  23
2021-07-21 13:46:15.187517, 1, 182,  94,  40,  22
2021-07-21 13:46:15.210226, 1, 181,  95,  42,  22
2021-07-21 13:46:15.227027, 1, 182,  94,  36,  22
2021-07-21 13:46:15.238227, 1, 185,  94,  34,  23
2021-07-21 13:46:15.256930, 1, 186,  94,  32,  22
2021-07-21 13:46:15.277072, 1, 185,  94,  34,  22
2021-07-21 13:46:15.286918, 1, 186,  95,  32,  20
2021-07-21 13:46:15.306930, 1, 185,  94,  34,  22
2021-07-21 13:46:15.317537, 1, 186,  94,  32,  24
2021-07-21 13:46:15.336207, 1, 184,  95,  36,  22
2021-07-21 13:46:15.349907, 1, 182,  94,  40,  24
2021-07-21 13:46:15.366207, 1, 184,  95,  36,  21
2021-07-21 13:46:15.386884, 1, 182,  95,  40,  22
2021-07-21 13:46:15.398680, 1, 182,  95,  32,  21
2021-07-21 13:46:15.416900, 1, 182,  94,  40,  23
2021-07-21 13:46:15.436896, 1, 180,  94,  36,  23
2021-07-21 13:46:15.449493, 1, 180,  94,  40,  23
2021-07-21 13:46:15.466901, 1, 180,  93,  40,  26
2021-07-21 13:46:15.479894, 1, 181,  93,  42,  23
2021-07-21 13:46:15.506880, 1, 182,  94,  40,  23
2021-07-21 13:46:15.512410, 1, 181,  95,  42,  24
2021-07-21 13:46:15.536939, 1, 181,  96,  42,  22
2021-07-21 13:46:15.546778, 1, 182,  96,  40,  22
2021-07-21 13:46:15.566889, 1, 181,  95,  34,  24
2021-07-21 13:46:15.579311, 1, 184,  95,  32,  21
2021-07-21 13:46:15.606366, 1, 181,  95,  38,  22
2021-07-21 13:46:15.609946, 1, 181,  96,  42,  20
2021-07-21 13:46:15.635859, 1, 184,  95,  32,  23
2021-07-21 13:46:15.642235, 1, 183,  95,  38,  22
2021-07-21 13:46:15.666938, 1, 184,  96,  32,  19
2021-07-21 13:46:15.676881, 1, 184,  96,  32,  21
2021-07-21 13:46:15.695901, 1, 183,  96,  34,  20
2021-07-21 13:46:15.716711, 1, 181,  95,  38,  22
2021-07-21 13:46:15.726359, 1, 181,  96,  34,  21
2021-07-21 13:46:15.746783, 1, 182,  95,  40,  23
2021-07-21 13:46:15.757975, 1, 180,  95,  40,  23
2021-07-21 13:46:15.777168, 1, 182,  95,  40,  21
2021-07-21 13:46:15.796745, 1, 182,  94,  40,  25
2021-07-21 13:46:15.807074, 1, 182,  95,  40,  24
2021-07-21 13:46:15.827085, 1, 182,  95,  40,  24
2021-07-21 13:46:15.837128, 1, 181,  97,  42,  22
2021-07-21 13:46:15.853484, 1, 180,  95,  40,  23
2021-07-21 13:46:15.877070, 1, 182,  96,  40,  21
2021-07-21 13:46:15.887875, 1, 181,  96,  38,  21
2021-07-21 13:46:15.911580, 1, 181,  95,  38,  21
2021-07-21 13:46:15.924884, 1, 181,  96,  38,  20
2021-07-21 13:46:15.936979, 1, 181,  96,  34,  19
2021-07-21 13:46:15.957135, 1, 183,  95,  38,  21
2021-07-21 13:46:15.975355, 1, 182,  96,  36,  19
2021-07-21 13:46:15.986931, 1, 183,  96,  38,  19
2021-07-21 13:46:16.003789, 1, 183,  96,  38,  20
2021-07-21 13:46:16.019611, 1, 183,  96,  38,  19
2021-07-21 13:46:16.037131, 1, 183,  96,  38,  20
2021-07-21 13:46:16.048235, 1, 183,  96,  38,  20
2021-07-21 13:46:16.064465, 1, 184,  96,  36,  22
2021-07-21 13:46:16.086948, 1, 183,  95,  34,  22
2021-07-21 13:46:16.099435, 1, 183,  94,  38,  24
2021-07-21 13:46:16.116908, 1, 183,  94,  38,  23
2021-07-21 13:46:16.129383, 1, 183,  95,  38,  20
2021-07-21 13:46:16.149002, 1, 183,  95,  38,  21
2021-07-21 13:46:16.176397, 1, 183,  95,  38,  23
2021-07-21 13:46:16.180137, 1, 183,  95,  38,  23
2021-07-21 13:46:16.207103, 1, 182,  95,  36,  21
2021-07-21 13:46:16.212711, 1, 183,  95,  38,  20
2021-07-21 13:46:16.236913, 1, 184,  93,  36,  23
2021-07-21 13:46:16.246859, 1, 183,  94,  38,  24
2021-07-21 13:46:16.266885, 1, 184,  95,  36,  20
2021-07-21 13:46:16.277667, 1, 183,  94,  34,  22
2021-07-21 13:46:16.296883, 1, 184,  94,  36,  22
2021-07-21 13:46:16.308288, 1, 184,  94,  36,  22
2021-07-21 13:46:16.327019, 1, 183,  93,  38,  23
2021-07-21 13:46:16.340666, 1, 184,  93,  36,  23
2021-07-21 13:46:16.356935, 1, 183,  95,  38,  23
2021-07-21 13:46:16.377096, 1, 182,  95,  36,  22
2021-07-21 13:46:16.389393, 1, 184,  94,  36,  23
2021-07-21 13:46:16.407598, 1, 183,  95,  34,  24
2021-07-21 13:46:16.427143, 1, 183,  95,  34,  23
2021-07-21 13:46:16.446875, 1, 183,  96,  34,  24
2021-07-21 13:46:16.457135, 1, 184,  96,  36,  23
2021-07-21 13:46:16.470533, 1, 184,  97,  36,  23
2021-07-21 13:46:16.488870, 1, 184,  98,  36,  23
2021-07-21 13:46:16.507101, 1, 185,  99,  34,  23
2021-07-21 13:46:16.519230, 1, 183, 100,  34,  23
2021-07-21 13:46:16.537526, 1, 183, 101,  34,  23
2021-07-21 13:46:16.559654, 1, 183, 103,  34,  21
2021-07-21 13:46:16.570036, 1, 183, 106,  34,  22
2021-07-21 13:46:16.587027, 1, 183, 106,  34,  22
2021-07-21 13:46:16.607058, 1, 182, 108,  32,  22
2021-07-21 13:46:16.618798, 1, 182, 110,  32,  22
2021-07-21 13:46:16.635932, 1, 182, 112,  32,  21
2021-07-21 13:46:16.649258, 1, 180, 114,  32,  23
2021-07-21 13:46:16.673463, 1, 179, 117,  34,  23
2021-07-21 13:46:16.696327, 1, 178, 121,  32,  22
2021-07-21 13:46:16.699876, 1, 178, 123,  32,  23
2021-07-21 13:46:16.716961, 1, 176, 126,  32,  24
2021-07-21 13:46:16.730353, 1, 175, 130,  30,  23
2021-07-21 13:46:16.748737, 1, 173, 134,  34,  25
2021-07-21 13:46:16.762857, 1, 172, 138,  32,  24
2021-07-21 13:46:16.779133, 1, 171, 142,  30,  25
2021-07-21 13:46:16.806396, 1, 170, 147,  28,  23
2021-07-21 13:46:16.811544, 1, 169, 152,  26,  24
2021-07-21 13:46:16.836972, 1, 168, 157,  28,  23
2021-07-21 13:46:16.846840, 1, 168, 163,  24,  25
2021-07-21 13:46:16.866961, 1, 170, 168,  20,  23
2021-07-21 13:46:16.876497, 1, 167, 175,  14,  21
2021-07-21 13:46:16.896826, 1, 168, 184,  16,  16
2021-07-21 13:46:16.916619, 1, 168, 184,  16,  16
2021-07-21 13:46:16.927280, 1, 168, 184,  16,  16
